Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Positioning,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach(GK),Command Of Area(GK),Communication(GK),Eccentricity(GK),Handling(GK),Kicking(GK),One On Ones(GK),Reflexes(GK),Rushing Out(GK),Punching(GK),Throwing(GK),Height,Weight,Left Foot,Right Foot,World reputation,Date of birth,Salary,pics,video,preferred_foot,both,left,right,AMC,AML,AMR,DC,DL,DM,DR,MC,ML,MR,ST,WBL,WBR,cluster
Achraf Hakimi,"DR,WBR",25,160,172,"Morocco,Spain",Paris Saint-Germain,7,15,13,14,14,12,8,13,12,10,14,8,13,14,14,13,12,12,10,13,12,15,14,8,18,10,12,14,18,14,14,9,17,20,14,11,14,8,13,4,15,3,2,2,3,2,3,3,1,1,1,2,181,73,10,20,7900,1998/11/4,199067.0,,,right,False,False,True,0,0,0,0,0,0,True,0,0,0,0,0,True,"['DR_1', 'WBR_0']"
Raphaël Varane,DC,30,160,172,"France,Martinique",Manchester UFC,4,6,10,6,13,8,16,6,10,17,14,10,16,14,11,16,13,13,15,9,13,12,11,10,6,17,14,12,16,13,11,17,16,16,15,15,14,6,15,14,14,1,3,2,3,1,2,3,3,2,3,3,191,81,8,20,8000,1993/4/25,405971.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Riyad Mahrez,AMR,32,160,163,"Algeria,France,Morocco",Manchester City,14,16,17,16,20,14,8,13,4,5,16,13,8,17,6,13,7,16,13,17,13,13,17,5,15,5,13,13,15,17,15,9,14,14,14,8,14,7,15,6,10,1,1,1,1,2,1,3,3,3,3,3,179,67,20,10,7747,1991/2/21,231983.0,,,left,False,True,False,0,0,True,0,0,0,0,0,0,0,0,0,0,['AMR_1']
Ángel Di María,AMR,35,160,174,"Argentina,Italy",Juventus,16,17,17,14,16,14,5,17,4,4,17,14,7,19,12,16,12,14,12,18,14,16,17,10,15,4,12,12,15,17,12,10,15,15,12,10,14,14,16,9,16,2,2,1,2,3,3,4,3,3,2,1,180,75,20,8,7800,1988/2/14,147885.0,,,left,False,True,False,0,0,True,0,0,0,0,0,0,0,0,0,0,['AMR_1']
Ciro Immobile,ST,33,160,165,Italy,S.S. Lazio,3,3,12,18,13,3,16,13,3,4,12,17,7,12,14,19,15,14,13,11,14,20,12,15,19,3,16,16,15,14,16,11,20,16,15,13,17,8,11,3,7,2,3,3,3,4,1,3,4,2,2,2,185,85,14,20,7750,1990/2/20,142499.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Kalidou Koulibaly,DC,32,160,168,"Senegal,France",Chelsea,4,6,10,10,12,4,16,6,6,18,13,6,17,11,15,14,18,10,8,10,13,11,8,13,10,16,16,16,12,14,15,15,13,17,15,19,14,13,7,9,8,3,1,1,2,4,4,1,3,2,3,1,187,89,9,20,7000,1991/6/20,347975.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Trent Alexander-Arnold,WBR,25,160,174,England,Liverpool,15,18,12,10,17,14,11,12,14,11,16,12,13,17,12,13,11,15,12,16,15,15,14,12,15,11,16,14,14,14,14,11,15,14,14,13,13,10,14,7,14,2,2,3,1,1,1,2,1,3,2,2,180,70,12,20,6999,1998/10/7,185587.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,True,['WBR_1']
Paul Pogba,MC,30,160,176,"France,Guinea",Juventus,10,14,16,14,18,15,14,14,4,6,19,15,11,18,12,16,10,14,10,18,12,13,18,13,14,7,15,8,12,13,16,16,15,14,16,16,14,14,13,12,10,3,4,2,3,3,3,2,4,3,3,1,191,84,13,20,8000,1993/3/15,197308.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Ronald Araujo,DC,24,160,174,Uruguay,Barcelona,5,7,11,10,13,8,17,11,7,17,12,13,17,12,15,15,18,15,15,11,14,17,7,16,7,15,15,16,12,11,12,16,13,16,15,16,15,12,13,12,12,3,3,2,4,1,1,2,3,2,2,3,188,91,8,20,7000,1999/3/7,144230.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Serge Gnabry,AMR,28,160,170,"Germany,Ivory Coast",FC Bayern München,12,11,15,15,14,11,11,16,6,8,13,11,9,15,11,16,12,14,11,14,12,12,15,5,17,8,12,12,16,15,16,8,13,15,12,12,12,6,14,10,16,1,1,3,2,2,2,1,2,3,3,3,176,77,16,20,7498,1995/7/14,306848.0,,,right,False,False,True,0,0,True,0,0,0,0,0,0,0,0,0,0,['AMR_0']
Paulo Dybala,"AMC,ST",30,160,177,"Argentina,Poland,Italy",Associazione Sportiva Roma,16,15,18,15,18,17,13,17,4,4,17,16,4,19,9,16,10,12,11,17,14,13,17,11,14,4,14,12,14,18,18,7,10,12,12,12,13,5,11,16,13,1,2,3,3,3,3,3,2,3,1,3,177,79,20,10,7750,1993/11/15,160192.0,,,left,False,True,False,True,0,0,0,0,0,0,0,0,0,True,0,0,"['AMC_0', 'ST_1']"
Éder Militão,DC,25,160,168,Brazil,R. Madrid,9,10,12,8,12,14,15,11,10,16,13,13,15,12,15,16,16,13,12,11,13,15,10,16,12,15,14,15,15,15,15,15,18,15,16,16,13,12,13,4,12,1,1,2,3,3,3,3,2,1,4,3,186,79,8,20,7000,1998/1/18,178081.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Alphonso Davies,DL,23,160,172,"Canada,Liberia,Ghana",FC Bayern München,6,12,17,9,12,6,7,9,12,11,12,10,14,14,15,12,15,12,11,12,12,17,16,7,14,11,15,16,19,14,12,10,16,19,16,12,12,7,13,7,15,1,2,1,3,1,2,3,1,2,1,1,185,77,20,10,7500,2000/11/2,191781.0,,,left,False,True,False,0,0,0,0,True,0,0,0,0,0,0,0,0,['DL_0']
Martin Ødegaard,AMC,25,160,178,Norway,Arsenal,14,14,16,12,17,15,9,13,7,10,16,10,8,17,7,18,10,15,12,17,16,15,16,14,16,9,17,14,14,16,15,9,13,13,15,11,11,4,12,7,13,1,1,3,2,1,3,1,1,3,1,2,178,68,20,10,7746,1998/12/17,139190.0,,,left,False,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,['AMC_0']
Marcelo Brozović,MC,31,160,162,Croatia,FC Internazionale Milano,14,12,10,10,16,13,11,13,4,12,17,12,17,16,13,15,14,14,17,15,12,16,12,14,13,14,18,16,12,12,16,10,20,12,20,12,18,9,15,7,12,1,2,2,2,2,2,3,1,2,2,2,181,68,11,20,7250,1992/11/16,213653.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Pedri,"MC,AMC",21,159,176,Spain,Barcelona,9,14,17,11,18,9,7,11,6,6,17,11,9,17,11,17,11,16,15,18,16,14,18,9,13,9,13,15,14,15,13,8,16,13,16,9,15,5,13,5,15,1,1,2,1,2,3,2,2,4,2,3,174,65,10,20,6950,2002/11/25,172603.0,https://img.a.transfermarkt.technology/portrait/header/683840-1620304992.jpg?lm=1,https://www.youtube.com/watch?v=YNArS3YARh8,right,False,False,True,True,0,0,0,0,0,0,True,0,0,0,0,0,"['AMC_1', 'MC_2']"
Aurélien Tchouameni,MC,23,159,180,"France,Cameroon",R. Madrid,8,10,12,6,14,6,14,13,8,15,15,10,16,14,16,17,16,15,15,15,15,16,13,11,13,15,15,16,14,14,15,14,16,14,17,16,15,7,13,5,11,4,2,3,3,1,2,2,3,1,3,1,187,81,10,20,5500,2000/1/27,138081.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
João Félix,AMC,24,159,177,Portugal,A. Madrid,11,12,17,15,16,12,12,13,4,4,17,14,7,18,14,15,11,15,13,16,16,16,19,7,18,6,12,11,13,15,13,9,14,12,12,9,12,14,15,9,8,2,1,2,1,1,3,1,2,1,4,2,178,74,15,20,7200,1999/11/10,180287.0,,,right,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,['AMC_1']
Theo Hernández,"DL,WBL",26,159,167,"France,Spain",AC Milan,8,15,16,13,14,12,13,15,11,12,13,15,14,13,18,13,14,12,11,12,12,16,13,13,17,11,12,13,17,14,17,12,16,18,16,13,14,16,14,6,11,1,2,1,1,1,1,3,2,1,1,3,184,81,20,8,7250,1997/10/6,98653.0,,,left,False,True,False,0,0,0,0,True,0,0,0,0,0,0,True,0,"['DL_1', 'WBL_0']"
José Gayà,DL,28,159,160,Spain,Valencia,14,14,14,8,15,14,5,11,8,12,14,13,14,16,12,15,13,14,14,15,16,16,14,15,16,14,15,15,17,16,13,7,14,16,15,11,16,9,14,8,13,2,2,1,1,2,4,2,3,3,2,3,172,66,20,7,7200,1995/5/25,67280.0,,,left,False,True,False,0,0,0,0,True,0,0,0,0,0,0,0,0,['DL_0']
José Giménez,DC,28,159,166,"Uruguay,Spain",A. Madrid,7,10,11,7,12,6,16,8,13,15,12,10,16,12,15,15,17,16,15,11,15,15,10,13,10,16,16,16,14,12,13,13,12,13,15,15,13,14,13,15,12,1,3,4,1,3,2,1,1,4,1,2,185,77,12,20,7200,1995/1/20,96153.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Presnel Kimpembe,DC,28,159,164,"France,Democratic Republic of Congo",Paris Saint-Germain,4,10,10,6,13,5,16,6,8,16,12,10,17,13,17,15,18,15,16,10,14,16,8,12,10,15,16,16,13,13,16,14,16,14,16,16,14,9,16,7,10,3,1,2,3,1,1,2,3,1,1,1,183,77,20,10,7050,1995/8/13,191781.0,,,left,False,True,False,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_1']
Marco Reus,"AML,AMC",34,159,170,Germany,Borussia Dortmund,15,13,13,16,16,16,6,15,7,6,15,15,9,16,15,15,12,16,15,14,15,18,13,13,18,10,14,15,14,12,14,8,12,13,13,9,17,4,17,19,16,1,2,1,2,2,1,2,1,3,3,2,180,71,14,20,7500,1989/5/31,191780.0,,,right,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,"['AMC_1', 'AML_0']"
Andrew Robertson,WBL,29,159,165,Scotland,Liverpool,14,16,12,5,15,9,10,6,13,15,14,7,15,14,17,14,15,15,14,13,15,16,11,15,14,14,16,17,16,14,14,9,17,16,18,12,16,13,15,6,6,2,1,2,2,1,1,3,1,3,2,1,178,64,20,4,7000,1994/3/11,185587.0,,,left,False,True,False,0,0,0,0,0,0,0,0,0,0,0,True,0,['WBL_1']
Mikel Oyarzábal,AML,26,158,167,"Spain,Pays Basque",Real San Sebastián,14,12,15,15,14,13,12,12,12,13,15,19,12,16,13,14,13,14,14,16,14,16,14,17,15,13,14,16,13,14,14,13,14,13,14,14,14,7,14,5,17,3,2,2,1,2,2,2,1,4,1,3,180,77,20,10,6400,1997/4/21,43121.0,,,left,False,True,False,0,True,0,0,0,0,0,0,0,0,0,0,0,['AML_1']
Yves Bissouma,MC,27,158,165,"Mali,Ivory Coast",Tottenham Hotspur,8,11,14,9,16,13,12,13,7,14,16,13,17,16,13,15,14,15,15,10,14,14,14,11,12,16,15,16,16,14,13,12,14,14,16,15,13,9,13,7,15,2,2,1,1,2,3,2,2,4,2,3,182,78,8,20,6250,1996/8/30,104393.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Matthijs de Ligt,DC,24,158,176,Holland,FC Bayern München,6,7,11,8,13,10,16,10,5,15,14,8,16,14,16,14,17,15,13,12,14,16,10,17,8,15,15,15,12,12,15,16,13,13,15,18,14,9,14,7,12,1,2,3,1,2,1,1,1,1,2,1,189,89,11,20,8000,1999/8/12,306848.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Cristiano Ronaldo,ST,38,158,196,Portugal,Manchester UFC,10,11,11,19,15,10,19,15,5,3,13,19,2,15,6,18,12,15,14,11,12,20,17,18,17,2,5,7,12,10,13,17,16,13,13,15,13,12,16,8,9,3,3,1,1,2,2,1,3,4,2,3,187,84,15,20,7538,1985/2/5,556760.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Nicolás Otamendi,DC,35,158,159,Argentina,SL Benfica,5,8,11,10,13,6,15,6,11,18,13,10,16,12,17,18,20,14,15,12,13,18,6,19,13,14,18,18,10,13,16,13,16,10,15,15,15,16,14,3,9,2,3,1,3,2,3,1,2,2,1,2,183,81,12,20,7000,1988/2/12,38174.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Memphis Depay,ST,29,158,161,"Holland,Ghana",Barcelona,14,14,15,15,16,14,11,14,2,3,15,14,3,16,9,13,13,14,10,14,13,15,17,15,15,5,12,11,16,14,14,10,16,16,14,14,12,7,15,3,16,1,2,2,1,2,4,2,2,1,2,2,176,78,12,20,7248,1994/2/13,184911.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Christopher Nkunku,AMC,26,158,163,"France,Democratic Republic of Congo",RB Leipzig,14,13,14,14,14,14,6,13,7,7,16,11,7,15,14,15,12,16,15,15,16,11,15,6,15,7,16,15,15,15,13,9,14,15,16,11,15,11,13,4,18,3,3,2,3,2,1,2,1,2,2,2,175,73,12,20,6718,1997/11/14,143836.0,,,right,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,['AMC_1']
Ben Chilwell,DL,27,158,165,"England,New Zealand",Chelsea,13,15,15,7,15,11,14,7,11,14,13,11,13,13,12,14,13,14,13,12,14,14,11,12,11,15,14,16,15,14,15,13,14,16,17,13,13,5,10,4,10,4,2,2,3,1,1,1,2,2,2,2,178,77,20,12,6244,1996/12/21,220384.0,,,left,False,True,False,0,0,0,0,True,0,0,0,0,0,0,0,0,['DL_0']
Diogo Jota,AML,27,158,166,Portugal,Liverpool,7,12,16,15,14,10,15,12,4,8,13,11,8,15,14,14,12,14,13,13,14,17,16,5,15,9,14,14,16,16,13,11,14,15,13,11,14,12,14,8,12,2,2,3,3,1,3,3,3,1,3,1,178,73,14,20,6750,1996/12/4,162388.0,,,right,False,False,True,0,True,0,0,0,0,0,0,0,0,0,0,0,['AML_0']
Pepe,DC,40,158,165,"Portugal,Brazil",FC Porto,6,8,10,8,11,8,15,8,8,18,12,8,14,11,17,16,18,11,15,9,15,17,8,17,12,16,15,13,12,13,13,16,13,14,15,13,16,19,18,14,8,3,2,3,1,1,1,2,1,4,3,2,188,79,10,20,7000,1983/2/26,57533.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Victor Osimhen,ST,25,157,171,Nigeria,Parthenope,4,8,13,15,14,7,14,12,4,4,12,14,8,14,15,14,14,14,13,11,13,14,13,10,19,5,12,13,17,15,14,15,14,19,12,16,14,13,14,12,10,2,1,1,2,2,2,1,3,2,1,3,185,78,9,20,7250,1998/12/29,110961.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Dušan Tadić,AML,35,157,160,Serbia,AFC Ajax,15,15,14,11,15,14,9,12,9,6,17,17,4,15,18,15,15,14,14,17,14,18,16,19,14,6,14,18,13,12,14,9,18,13,14,13,14,15,15,2,13,1,3,3,3,1,2,2,1,2,1,1,181,76,20,11,6750,1988/11/20,85000.0,,,left,False,True,False,0,True,0,0,0,0,0,0,0,0,0,0,0,['AML_1']
Joël Matip,DC,32,157,158,"Cameroon,Germany",Liverpool,4,7,15,5,15,5,16,3,8,15,15,5,15,14,15,15,14,15,16,12,15,14,11,8,11,17,15,15,14,14,12,16,13,14,15,14,16,8,14,11,5,1,2,3,1,1,3,2,2,2,2,2,195,90,8,20,6750,1991/8/8,162388.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Sergio Canales,AMC,32,157,160,Spain,Real Hispalis,14,13,16,14,17,14,8,14,10,7,17,13,8,17,7,16,11,15,14,17,15,12,16,14,16,10,15,14,15,15,15,8,12,13,13,12,15,6,15,12,13,2,3,3,2,1,1,3,1,2,3,3,180,64,20,8,6700,1991/2/16,31256.0,,,left,False,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,['AMC_0']
Koke,"DM,MC",31,157,162,Spain,A. Madrid,15,15,13,12,14,14,9,14,6,12,16,10,14,14,14,15,15,15,16,15,15,16,10,14,15,15,17,16,13,12,15,9,14,13,15,12,16,10,13,6,18,3,3,2,3,2,1,1,2,1,1,3,178,73,14,20,7300,1992/1/8,306644.0,,,right,False,False,True,0,0,0,0,0,True,0,True,0,0,0,0,0,"['DM_1', 'MC_2']"
Pau Torres,DC,26,157,167,Spain,Villarreal,7,8,11,6,14,5,16,7,7,16,14,8,16,14,13,15,14,12,15,11,14,13,5,11,6,16,14,15,15,11,6,17,14,15,16,16,13,6,12,7,14,1,1,1,2,3,2,2,2,1,2,2,191,80,20,9,6500,1997/1/16,56871.0,,,left,False,True,False,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_1']
Sergio Busquets,DM,35,157,171,Spain,Barcelona,8,11,12,8,16,8,11,9,8,15,17,10,15,16,12,19,12,18,18,16,18,16,9,13,10,17,19,15,10,10,11,14,15,11,12,11,16,13,14,5,13,1,1,3,3,1,2,3,1,3,2,3,189,76,12,20,7500,1988/7/16,230768.0,,,right,False,False,True,0,0,0,0,0,True,0,0,0,0,0,0,0,['DM_0']
Franck Kessié,MC,27,156,164,"Ivory Coast,Italy",Barcelona,5,7,12,12,13,6,9,11,8,15,14,18,15,12,16,14,16,14,14,12,14,17,8,14,13,15,19,17,13,13,17,10,17,15,18,19,16,13,15,7,11,1,2,3,1,2,3,2,2,1,3,4,183,89,9,20,6700,1996/12/19,230768.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Ferland Mendy,DL,28,156,160,"France,Senegal,Guinea-Bissau",R. Madrid,5,13,13,7,14,5,9,11,13,13,12,7,12,13,14,15,17,13,12,11,11,15,13,6,13,13,15,17,17,15,16,11,15,16,16,16,13,8,13,7,15,1,1,3,3,1,1,1,2,1,3,1,180,73,20,14,7250,1995/6/8,178081.0,,,left,False,True,False,0,0,0,0,True,0,0,0,0,0,0,0,0,['DL_0']
Gonçalo Guedes,AML,27,156,162,Portugal,Wolverhampton Wanderers,10,13,14,13,12,12,8,15,12,7,13,13,7,14,12,13,13,11,12,12,11,13,15,7,14,12,11,13,16,15,13,10,15,16,15,12,12,8,10,10,11,3,2,3,3,1,1,2,3,2,2,1,179,68,10,20,5750,1996/11/29,104393.0,,,right,False,False,True,0,True,0,0,0,0,0,0,0,0,0,0,0,['AML_0']
Ángel Correa,AMR,28,156,162,"Argentina,Spain",A. Madrid,13,15,16,13,16,10,8,11,9,5,15,11,6,17,10,15,11,13,13,15,14,13,18,10,17,8,11,13,14,16,14,6,16,14,12,10,15,13,12,8,11,3,1,1,1,3,2,2,1,1,1,1,172,67,12,20,7150,1995/3/9,96153.0,,,right,False,False,True,0,0,True,0,0,0,0,0,0,0,0,0,0,['AMR_0']
Kurt Zouma,DC,29,156,162,"France,Central African Republic",West Ham United,4,10,9,8,11,6,17,7,8,13,11,7,15,10,15,13,14,11,12,8,14,16,7,13,8,14,13,15,18,11,19,18,14,15,14,20,15,13,15,9,8,2,3,3,2,1,2,2,1,1,1,2,190,96,7,20,6500,1994/10/27,115992.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Sandro Tonali,MC,23,156,172,Italy,AC Milan,14,12,13,10,15,15,9,13,11,13,15,11,14,15,14,16,16,14,15,14,14,16,12,14,14,14,16,16,13,14,15,10,14,14,14,12,16,15,13,6,10,2,1,3,2,2,2,2,2,2,1,1,181,79,12,20,6900,2000/5/8,89038.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Eden Hazard,AML,32,156,185,Belgium,R. Madrid,12,13,18,15,17,13,7,11,5,3,16,19,4,18,8,13,12,16,13,16,15,15,18,6,15,7,8,11,14,15,17,8,12,13,13,11,11,8,15,17,10,3,3,1,3,3,2,3,1,1,2,3,173,76,16,20,7550,1991/1/7,445204.0,,,right,False,False,True,0,True,0,0,0,0,0,0,0,0,0,0,0,['AML_0']
Federico Chiesa,"AML,AMR",26,156,167,Italy,Juventus,10,14,15,13,14,6,9,13,4,6,13,10,5,14,17,12,13,15,10,13,10,18,15,13,15,7,11,16,16,15,13,8,16,17,14,13,16,14,15,11,18,2,3,1,4,3,1,2,1,2,3,2,175,70,15,20,6850,1997/10/25,178076.0,,,right,False,False,True,0,True,True,0,0,0,0,0,0,0,0,0,0,"['AML_0', 'AMR_0']"
Oleksandr Zinchenko,DL,27,156,160,Ukraine,Arsenal,12,12,13,10,13,13,12,12,9,11,13,9,12,14,13,15,15,16,14,14,14,18,13,9,15,11,16,16,13,13,14,10,13,14,15,10,14,11,14,8,18,3,3,2,3,3,3,4,3,2,1,2,175,61,20,12,6750,1996/12/15,139190.0,,,left,False,True,False,0,0,0,0,True,0,0,0,0,0,0,0,0,['DL_0']
Ivan Perišić,WBL,34,156,159,Croatia,Tottenham Hotspur,11,13,12,15,15,12,16,12,9,12,13,14,12,14,14,15,11,13,13,13,13,14,12,11,17,13,10,14,15,14,13,14,17,15,15,12,14,8,19,6,18,2,3,1,3,2,1,1,1,1,3,3,186,80,16,20,7000,1989/2/2,208785.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,0,True,0,['WBL_1']
Manuel Akanji,DC,28,156,156,"Switzerland,Nigeria",Manchester City,4,8,11,6,13,9,13,11,12,15,13,8,16,12,13,15,16,16,16,13,13,14,9,10,9,13,14,13,14,13,13,15,13,16,14,17,11,8,14,12,7,1,3,1,3,2,1,3,3,2,3,3,187,91,15,20,6250,1995/7/19,104393.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Guido Rodríguez,"DM,MC",29,155,162,"Argentina,Italy",Real Hispalis,10,11,12,6,15,8,11,10,4,14,14,4,18,12,12,16,12,14,14,13,15,16,12,11,13,18,17,16,12,13,15,10,13,11,13,12,16,10,10,7,12,1,2,2,2,1,2,3,4,3,2,1,185,80,12,20,6050,1994/4/12,31008.0,,,right,False,False,True,0,0,0,0,0,True,0,True,0,0,0,0,0,"['DM_1', 'MC_2']"
Alejandro Gómez,AMC,35,155,161,"Argentina,Italy",Sevilla,14,16,17,12,18,13,5,17,3,3,16,14,5,17,12,15,14,12,12,17,15,17,17,14,13,4,14,11,15,17,14,5,15,13,12,7,14,6,14,9,15,3,1,3,1,3,1,3,3,3,1,1,167,68,13,20,7500,1988/2/15,71154.0,,,right,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,['AMC_1']
Dani Parejo,MC,34,155,159,Spain,Villarreal,12,14,13,13,16,17,8,16,8,9,18,18,13,15,11,16,12,16,12,17,15,15,13,15,13,14,15,16,10,11,12,10,15,11,13,12,14,13,14,10,10,4,2,1,3,1,1,1,2,3,1,1,182,74,14,20,6000,1989/4/16,53118.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Andreas Christensen,DC,27,155,165,Denmark,Barcelona,5,10,11,9,14,5,15,8,12,15,14,9,14,13,7,17,8,16,16,10,17,11,7,9,10,16,15,13,12,14,12,14,14,15,13,10,15,6,15,4,15,1,1,2,4,2,1,1,2,2,2,3,188,78,10,20,6250,1996/4/10,230768.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Lucas Hernández,DC,27,155,160,"France,Spain",FC Bayern München,4,12,12,7,12,9,14,7,12,16,14,7,17,13,17,15,19,14,15,12,14,19,10,12,12,16,15,18,14,13,15,13,13,15,15,13,14,12,15,11,14,1,1,3,3,2,3,1,3,3,3,3,184,79,20,7,7250,1996/2/14,249315.0,,,left,False,True,False,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_1']
Sebastián Coates,DC,33,155,158,"Uruguay,Spain,Scotland",Sporting Clube de Portugal,4,6,10,11,11,6,17,5,5,18,13,10,15,11,16,14,18,12,15,10,14,18,5,19,13,18,14,14,10,9,16,16,16,11,14,18,18,13,16,10,5,1,1,1,4,2,1,4,3,3,2,3,196,92,8,20,6750,1990/10/7,36205.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Rafa,"AML,AMC",30,155,158,Portugal,SL Benfica,11,11,16,11,15,11,5,12,5,6,14,12,9,15,13,13,11,10,11,15,12,13,19,10,17,7,9,11,18,18,15,5,16,17,13,6,12,6,15,7,10,1,3,2,2,2,1,2,2,2,1,3,172,62,11,20,6150,1993/5/17,32142.0,,,right,False,False,True,True,True,0,0,0,0,0,0,0,0,0,0,0,"['AMC_1', 'AML_0']"
Carlos Soler,"MC,MR",26,155,163,Spain,Paris Saint-Germain,13,15,13,13,14,12,12,15,9,10,15,16,10,14,13,15,12,13,13,14,14,15,14,15,14,12,13,14,14,13,13,10,14,14,14,13,14,11,14,8,15,2,3,3,1,2,3,2,1,3,3,2,180,76,10,20,6250,1997/1/2,108102.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,True,0,0,0,"['MC_0', 'MR_0']"
Roberto Firmino,ST,32,155,175,Brazil,Liverpool,8,12,14,11,17,8,12,10,7,13,13,12,12,18,13,15,11,17,13,16,13,13,16,8,15,13,18,16,13,15,17,10,17,13,16,14,13,7,14,8,11,3,2,1,2,3,2,1,1,2,3,1,181,76,8,20,7500,1991/10/2,208785.0,,,right,False,False,True,0,0,0,0,0,0,0,0,0,0,True,0,0,['ST_0']
Marcos Llorente,MC,28,155,163,Spain,A. Madrid,9,11,12,12,12,8,13,11,7,11,15,11,15,14,13,15,13,15,14,14,14,16,9,12,13,12,16,16,13,11,11,10,18,14,16,15,15,14,13,7,19,3,3,1,3,2,3,1,1,3,3,1,184,73,10,20,7150,1995/1/30,153846.0,,,right,False,False,True,0,0,0,0,0,0,0,True,0,0,0,0,0,['MC_0']
Gerard Piqué,DC,36,155,173,Spain,Barcelona,7,7,12,11,15,7,16,8,7,15,16,13,15,16,12,15,14,17,14,15,17,14,10,17,8,18,15,15,10,8,9,16,15,11,13,14,14,11,16,8,9,1,1,1,1,3,1,1,1,2,2,1,194,85,10,20,7600,1987/2/2,119999.0,,,right,False,False,True,0,0,0,True,0,0,0,0,0,0,0,0,0,['DC_0']
Jamal Musiala,AMC,20,155,180,"Germany,England,Nigeria",FC Bayern München,7,8,18,13,16,6,9,13,6,11,14,12,12,18,12,14,12,13,12,15,13,16,18,6,14,11,15,15,15,17,15,10,16,15,12,9,16,6,17,4,16,2,1,1,1,2,2,2,3,3,1,2,183,70,12,20,7598,2003/2/26,105478.0,https://img.a.transfermarkt.technology/portrait/header/580195-1667830802.jpg?lm=1,https://www.youtube.com/watch?v=BTqDeukQjMs,right,False,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,['AMC_1']
Lorenzo Pellegrini,"MC,AMC",27,155,162,Italy,Associazione Sportiva Roma,16,16,14,12,17,16,9,12,4,11,14,12,11,16,13,15,14,12,11,16,12,15,16,13,16,11,18,16,13,15,11,10,15,12,15,10,16,13,13,12,14,1,1,1,1,3,1,1,1,3,1,1,186,77,14,20,6750,1996/6/19,142499.0,,,right,False,False,True,True,0,0,0,0,0,0,True,0,0,0,0,0,"['AMC_1', 'MC_2']"
