Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggression,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Positioning,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach(GK),Command Of Area(GK),Communication(GK),Eccentricity(GK),Handling(GK),Kicking(GK),One On Ones(GK),Reflexes(GK),Rushing Out(GK),Punching(GK),Throwing(GK),Height,Weight,Left Foot,Right Foot,World reputation,Date of birth,Salary,pics,video,preferred_foot,both,left,right,GK,cluster
Péter Gulácsi,GK,33,138,146,Hungary,RB Leipzig,4,2,1,2,9,7,3,3,2,3,10,2,1,9,8,16,13,13,17,7,11,12,3,12,2,8,14,10,12,13,14,14,13,10,12,15,17,4,15,4,13,14,13,10,8,16,13,15,16,15,11,10,191,86,6,20,6211,1990/5/6,67077.0,,,right,False,False,True,True,['GK_0']
Carlos Acevedo,GK,27,138,148,Mexico,CD Santos Laguna,5,3,4,2,11,9,3,1,1,5,10,1,2,11,5,13,14,11,11,10,13,17,3,9,2,12,13,11,15,17,14,14,14,14,7,12,12,12,11,12,14,14,12,12,4,12,8,14,17,11,14,14,184,74,7,20,3489,1996/4/19,14069.0,,,right,False,False,True,True,['GK_0']
Esteban Andrada,GK,32,138,148,Argentina,CF Monterrey,3,3,1,3,10,4,3,2,3,1,10,6,2,6,17,14,13,16,12,8,12,14,10,10,3,15,13,11,10,14,13,16,12,11,12,13,16,11,11,8,12,16,14,9,8,15,14,15,17,17,12,15,194,81,7,20,5217,1991/1/26,26386.0,,,right,False,False,True,True,['GK_0']
Sergio Asenjo,GK,34,138,157,Spain,Valladolid,1,3,2,3,11,3,5,1,2,3,11,4,3,10,9,14,16,15,15,7,15,14,5,11,3,14,13,14,7,12,10,11,8,9,11,13,13,8,11,16,1,11,14,15,7,15,14,13,15,12,8,14,189,87,8,20,5250,1989/6/28,17507.0,,,right,False,False,True,True,['GK_0']
Vicente Guaita,GK,36,138,150,Spain,Crystal Palace,2,2,2,1,10,1,8,1,3,1,12,5,1,10,9,13,13,13,14,11,12,15,3,11,2,16,11,11,10,12,14,16,13,11,14,13,13,4,12,6,1,14,14,11,8,16,12,13,15,12,17,14,190,81,9,20,5750,1987/1/10,81194.0,,,right,False,False,True,True,['GK_0']
Illan Meslier,GK,23,138,161,France,Leeds United,3,3,3,2,11,5,9,1,2,2,11,1,1,12,12,16,14,13,14,10,12,12,4,8,4,13,12,12,9,16,12,17,15,9,13,8,14,5,12,6,6,17,13,12,10,13,12,16,16,13,9,13,196,74,20,7,5700,2000/3/2,46397.0,,,left,False,True,False,True,['GK_1']
Caoimhin Kelleher,GK,25,138,154,Republic of Ireland,Liverpool,2,3,1,3,14,5,11,1,1,2,12,5,1,13,7,13,13,14,14,8,13,15,2,15,2,14,13,12,13,14,13,13,13,12,10,11,13,14,14,11,14,14,11,10,8,14,12,14,16,13,11,12,188,0,8,20,5500,1998/11/23,34798.0,,,right,False,False,True,True,['GK_0']
Marko Dmitrović,GK,31,138,145,Serbia,Sevilla,3,10,8,5,8,7,9,10,10,8,3,10,8,7,9,13,14,13,15,8,14,12,6,10,9,14,11,12,10,13,12,14,11,11,12,11,15,10,10,7,9,15,14,14,8,14,16,13,15,9,10,15,190,81,20,11,5400,1992/1/24,21487.0,,,left,False,True,False,True,['GK_1']
Thomas Strakosha,GK,28,138,146,"Albania,Greece",Brentford,1,3,2,2,5,1,4,2,3,1,8,3,1,6,8,14,15,12,11,11,12,15,10,10,8,15,15,15,13,14,13,17,15,13,15,13,12,9,15,8,2,15,10,10,11,15,13,14,17,12,13,11,193,78,8,20,5750,1995/3/19,46397.0,,,right,False,False,True,True,['GK_0']
Mark Flekken,GK,30,138,142,Holland,Sport-Club Freiburg,6,2,1,1,13,7,7,3,3,2,12,3,3,12,10,12,13,15,12,9,12,14,2,14,1,11,14,10,11,15,13,15,12,10,10,16,13,12,14,7,15,15,12,14,13,12,14,14,16,15,9,14,194,82,7,20,4991,1993/6/13,6999.0,,,right,False,False,True,True,['GK_0']
Cássio,GK,36,138,145,Brazil,COR,3,3,3,2,9,1,11,1,1,2,10,4,3,9,10,13,12,15,13,11,13,18,5,16,1,14,12,13,9,10,15,17,15,10,13,16,11,8,14,4,14,15,14,13,5,15,14,15,14,12,11,13,195,92,20,13,4675,1987/6/6,22363.0,,,left,False,True,False,True,['GK_1']
Giorgi Mamardashvili,GK,23,138,156,Georgia,Valencia,4,1,1,3,9,6,2,2,2,3,14,4,3,9,11,12,14,11,13,12,10,14,2,3,2,12,13,12,10,12,13,15,13,11,13,14,14,5,12,5,16,15,16,16,12,13,15,12,16,13,10,12,199,0,20,8,4750,2000/9/29,3068.0,,,left,False,True,False,True,['GK_1']
Bernd Leno,GK,31,138,163,Germany,Fulham,3,3,2,1,10,5,6,1,1,3,10,2,1,9,8,14,14,11,12,7,10,12,4,9,6,13,16,10,13,16,14,14,14,10,12,12,13,4,14,8,2,13,14,12,13,15,15,16,16,16,13,12,190,83,8,20,6500,1992/3/4,98593.0,,,right,False,False,True,True,['GK_0']
Jonas Omlin,GK,29,138,140,Switzerland,Montpellier Hérault SC,2,3,2,3,8,7,2,1,1,1,11,5,1,7,8,14,14,13,14,6,13,12,4,13,3,16,11,7,10,13,12,15,10,10,12,13,14,6,12,12,13,13,14,13,6,12,13,14,16,13,14,14,189,80,11,20,5350,1994/1/10,22559.0,,,right,False,False,True,True,['GK_0']
Marco Silvestri,GK,32,138,143,Italy,Udinese Calcio,6,3,3,2,7,7,5,3,2,2,7,4,2,8,11,14,14,13,13,9,14,14,6,10,8,15,15,13,12,15,11,14,13,11,13,13,15,9,12,5,12,14,15,14,11,14,10,13,16,11,15,9,191,80,6,20,5250,1991/3/2,17885.0,,,right,False,False,True,True,['GK_0']
Marwin Hitz,GK,36,138,138,Switzerland,FC Basel 1893,2,3,3,3,10,7,7,2,2,1,10,7,3,10,8,14,11,17,17,8,13,12,1,10,3,10,15,10,13,14,12,16,12,10,13,14,15,15,16,6,14,13,13,15,6,11,11,15,16,13,14,12,194,91,8,20,4464,1987/9/18,33561.0,,,right,False,False,True,True,['GK_0']
Edgar Badía,GK,31,138,145,Spain,Elche,1,3,2,1,11,6,5,3,3,1,13,3,2,10,3,12,15,12,14,9,13,13,14,10,10,14,10,11,11,16,9,11,14,10,11,10,15,5,13,6,14,10,11,16,2,12,12,15,19,14,19,11,181,79,10,20,4750,1992/2/11,14585.0,,,right,False,False,True,True,['GK_0']
Jaume Domènech,GK,33,137,145,Spain,Valencia,6,2,2,1,9,8,2,1,2,3,8,1,2,10,13,12,16,9,14,7,12,17,3,15,3,12,13,14,12,16,11,11,11,12,12,11,11,7,15,7,13,11,13,15,6,12,12,14,16,9,15,12,185,73,7,20,5250,1990/11/5,28999.0,,,right,False,False,True,True,['GK_0']
Nahuel Guzmán,GK,37,137,148,Argentina,Tigres de la UANL,4,3,7,4,13,3,7,10,10,11,12,10,13,12,13,15,14,14,15,10,13,16,7,13,8,14,13,12,11,13,14,14,16,10,12,16,14,6,15,6,3,14,14,11,18,12,15,15,14,14,5,14,192,90,6,20,6216,1986/2/10,24343.0,,,right,False,False,True,True,['GK_0']
Oliver Baumann,GK,33,137,142,Germany,TSG Hoffenheim,5,3,1,3,9,6,6,3,1,3,8,3,3,9,8,16,11,13,16,7,12,13,4,11,3,8,17,10,12,14,12,14,16,10,12,14,17,5,14,4,14,13,10,14,8,16,11,16,16,16,8,15,187,82,7,20,5984,1990/6/2,57692.0,,,right,False,False,True,True,['GK_0']
Alexander Nübel,GK,27,137,155,Germany,FC Bayern München,4,1,2,2,11,8,7,3,2,1,12,3,1,11,13,13,13,15,12,9,12,12,2,11,1,10,15,12,13,15,12,15,14,11,10,13,12,8,15,5,13,14,15,9,12,11,14,15,16,17,10,14,193,88,14,20,5240,1996/9/30,105768.0,,,right,False,False,True,True,['GK_0']
Camilo Vargas,GK,34,137,138,Colombia,CD Atlas,6,3,2,2,9,8,3,2,1,2,12,2,2,10,7,13,13,12,13,12,13,14,1,10,1,13,12,13,11,13,13,13,14,11,13,13,11,12,9,12,14,13,13,13,5,13,13,13,13,6,11,13,185,87,20,9,4987,1989/3/9,18241.0,,,left,False,True,False,True,['GK_1']
Sam Johnstone,GK,30,136,140,England,Crystal Palace,2,3,2,3,10,1,3,1,1,2,9,2,2,9,9,12,14,9,13,8,12,15,4,10,8,15,12,11,10,15,10,17,12,8,10,11,15,9,11,6,2,14,13,11,9,17,12,14,16,12,15,13,193,85,7,20,5489,1993/3/25,52196.0,,,right,False,False,True,True,['GK_0']
Ivo Grbić,GK,27,136,147,Croatia,A. Madrid,3,2,3,1,6,7,8,1,3,3,10,1,1,6,11,16,13,14,14,6,11,14,3,12,3,16,12,10,12,12,13,17,13,11,12,16,12,5,6,5,11,15,17,12,7,13,11,14,14,11,12,11,196,83,9,20,5321,1996/1/18,19448.0,,,right,False,False,True,True,['GK_0']
Matías Dituro,GK,36,136,137,"Argentina,Italy",Universidad Católica,4,3,1,2,12,6,2,1,2,2,12,13,3,10,5,13,16,16,16,1,14,15,1,7,2,15,13,12,9,12,12,14,9,9,7,11,15,12,14,5,12,15,13,14,12,12,14,15,15,13,14,12,191,82,9,20,3879,1987/5/8,11904.0,,,right,False,False,True,True,['GK_0']
Fraser Forster,GK,35,136,150,England,Tottenham Hotspur,4,3,2,3,8,6,1,3,2,1,9,3,7,7,7,12,15,16,15,9,15,17,2,9,1,15,6,12,2,12,13,20,11,2,9,19,15,5,16,6,1,19,11,14,4,14,13,16,17,12,3,13,201,99,7,20,5341,1988/3/17,81194.0,,,right,False,False,True,True,['GK_0']
Tiago Volpi,GK,33,136,145,Brazil,Deportivo Toluca,3,2,2,1,6,2,3,3,2,8,7,4,6,5,7,14,15,15,11,10,12,12,8,15,6,14,12,12,13,14,15,14,12,13,14,14,11,6,15,3,3,14,14,13,7,14,11,13,12,11,14,11,188,84,13,20,3469,1990/12/19,19434.0,,,right,False,False,True,True,['GK_0']
Agustín Rossi,GK,28,136,145,Argentina,Club Atlético Boca Juniors,3,3,1,2,9,6,3,3,2,2,13,5,3,8,8,14,14,16,11,8,12,14,4,10,8,15,14,8,12,14,13,16,15,11,12,14,14,5,10,12,15,15,12,12,8,14,12,14,14,10,7,12,193,92,8,20,4180,1995/8/21,11791.0,,,right,False,False,True,True,['GK_0']
Diego López,GK,42,136,157,Spain,Vallecano,1,1,1,1,8,1,8,1,7,1,10,2,1,9,6,14,15,15,15,8,15,13,5,13,2,14,9,9,9,10,11,17,15,9,11,13,16,8,14,9,1,16,14,13,10,14,15,13,14,15,9,12,196,87,8,20,5800,1981/11/3,15558.0,,,right,False,False,True,True,['GK_0']
Alfredo Talavera,GK,41,136,140,Mexico,Fútbol Club Juárez,5,5,3,5,5,4,5,3,3,9,7,13,11,5,6,14,13,15,14,8,13,14,5,15,5,14,11,12,9,13,12,14,11,11,13,13,13,8,13,10,2,14,17,16,8,17,13,15,13,8,9,13,188,82,6,20,5744,1982/9/18,20402.0,,,right,False,False,True,True,['GK_0']
Anatolii Trubin,GK,22,135,155,Ukraine,Shakhtar Donetsk,1,3,3,1,11,2,8,2,1,5,13,11,5,9,7,14,14,13,12,11,13,12,5,7,9,16,12,14,12,13,12,18,14,13,13,14,14,2,18,5,1,16,12,11,3,15,11,11,15,6,9,8,199,86,10,20,4500,2001/8/1,6827.0,,,right,False,False,True,True,['GK_0']
Tom Heaton,GK,37,135,150,England,Manchester UFC,3,3,2,2,8,8,8,3,1,1,12,2,3,8,7,13,14,10,17,11,13,13,1,18,1,14,18,6,7,11,10,14,13,10,10,13,14,10,16,6,15,14,15,16,6,13,10,13,16,11,5,11,188,84,8,20,5750,1986/4/15,75395.0,,,right,False,False,True,True,['GK_0']
Everson,GK,33,135,135,Brazil,ATM,11,2,2,3,10,16,8,2,2,3,13,11,3,9,14,13,15,11,11,12,12,14,11,15,11,14,15,15,10,15,10,16,13,10,14,14,14,11,10,3,2,11,12,13,11,14,15,13,14,15,15,12,192,83,8,20,3482,1990/7/22,13418.0,,,right,False,False,True,True,['GK_0']
Steve Mandanda,GK,38,135,154,"France,Democratic Republic of Congo",Stade Rennais FC,7,3,8,5,9,9,8,12,2,1,9,7,2,10,6,14,14,15,12,8,13,14,8,15,2,13,13,8,10,13,13,14,12,10,10,14,13,6,15,3,1,14,13,13,6,15,12,14,14,14,10,13,185,82,10,20,5500,1985/3/28,59835.0,,,right,False,False,True,True,['GK_0']
Álvaro Montero,GK,28,135,145,Colombia,Azul y Blanco Millonarios Fútbol Club S. A.,3,3,1,2,8,5,8,3,2,2,10,4,1,10,11,13,11,12,13,13,13,12,7,13,10,13,12,13,12,14,12,17,14,11,13,13,15,8,14,5,16,14,13,12,6,15,13,14,14,11,12,11,196,92,9,20,3675,1995/3/29,10082.0,,,right,False,False,True,True,['GK_0']
Remko Pasveer,GK,40,135,136,Holland,AFC Ajax,1,3,3,1,8,3,3,2,2,1,11,3,2,9,5,14,13,15,15,7,14,17,7,17,8,14,15,15,9,11,16,13,15,8,14,11,16,5,14,7,14,13,15,14,11,13,15,14,15,13,14,14,187,91,5,20,4996,1983/11/8,11999.0,,,right,False,False,True,True,['GK_0']
Pierluigi Gollini,GK,28,135,145,Italy,Atalanta,6,1,3,2,10,7,10,2,2,2,10,3,1,9,11,14,15,13,12,8,11,14,3,13,3,13,15,15,12,14,14,16,15,12,10,15,13,5,12,5,12,14,13,12,16,13,12,14,14,14,14,13,194,94,8,20,5800,1995/3/18,28461.0,,,right,False,False,True,True,['GK_0']
Sergio Rico,GK,30,135,146,Spain,Paris Saint-Germain,4,2,3,2,10,7,5,1,1,2,11,2,1,7,8,14,13,13,13,6,13,10,10,9,5,13,13,12,10,16,14,14,11,8,10,15,12,11,14,8,13,14,13,12,6,14,12,14,15,7,18,13,196,90,8,20,5250,1993/9/1,49863.0,,,right,False,False,True,True,['GK_0']
Salvatore Sirigu,GK,36,135,155,Italy,Parthenope,5,1,6,2,8,10,7,2,3,3,8,4,2,8,10,14,15,13,13,7,14,17,7,14,3,14,16,8,9,13,14,16,13,10,9,13,14,8,15,7,14,14,14,15,5,14,12,13,15,13,13,13,192,80,6,20,5500,1987/1/12,25000.0,,,right,False,False,True,True,['GK_0']
Fernando Muslera,GK,37,135,160,"Uruguay,Italy,Argentina",Galatasaray A.Ş.,4,2,9,2,11,9,8,1,1,3,11,7,2,10,10,15,13,12,10,10,11,17,8,16,7,17,13,12,11,15,12,15,16,10,11,12,12,2,12,6,12,12,10,14,7,16,11,15,15,14,4,14,190,84,8,20,5555,1986/6/16,80126.0,,,right,False,False,True,True,['GK_0']
Matt Turner,GK,29,135,140,"United States,Lithuania",Arsenal,3,3,8,1,9,7,1,1,1,1,9,2,3,4,6,12,12,12,14,9,13,12,6,8,3,15,11,10,11,15,6,12,6,10,12,14,12,6,10,6,12,14,15,13,10,15,12,14,15,7,6,10,191,89,10,20,4739,1994/6/24,46397.0,,,right,False,False,True,True,['GK_0']
Martín Campaña,GK,34,135,150,Uruguay,Al-Batin Football Club,5,1,1,3,12,9,1,3,1,1,12,3,2,11,8,14,13,13,14,11,12,13,13,18,3,12,14,13,10,12,13,13,13,11,13,12,14,11,16,6,13,12,12,14,15,14,13,14,16,12,11,14,186,85,8,20,5500,1989/5/29,20357.0,,,right,False,False,True,True,['GK_0']
Cristian Álvarez,GK,38,135,141,"Argentina,Spain",Zaragoza,6,2,2,2,12,8,4,2,3,2,13,7,3,11,11,15,13,18,16,10,15,15,7,17,4,14,17,11,9,11,11,13,13,10,10,10,17,7,16,8,13,11,13,13,12,12,14,13,16,13,14,12,186,83,8,20,4750,1985/11/13,14802.0,,,right,False,False,True,True,['GK_0']
Gabriel Arias,GK,36,135,145,"Chile,Argentina",Racing Club de Avellaneda,5,2,2,3,8,7,3,1,1,2,10,4,2,11,12,13,13,14,14,11,13,11,10,13,10,14,12,12,11,12,13,14,11,11,11,11,13,11,15,11,12,13,14,14,8,14,11,16,16,12,12,11,187,91,8,20,4500,1987/9/13,21200.0,,,right,False,False,True,True,['GK_0']
Igor Akinfeev,GK,37,135,157,Russia,CSKA Moscow,5,2,2,2,10,7,8,1,3,1,11,18,1,10,11,16,10,16,15,10,15,18,10,17,2,16,5,9,11,12,12,10,13,9,10,13,16,7,14,5,13,8,10,18,3,13,15,14,14,8,17,14,186,78,13,20,5736,1986/4/8,29999.0,,,right,False,False,True,True,['GK_0']
Rubén Blanco,GK,28,135,156,Spain,Vigo,4,3,2,1,11,8,1,3,1,2,13,4,3,7,9,13,12,15,11,7,12,6,7,8,1,15,13,11,13,15,11,14,11,11,13,11,7,5,12,14,15,13,10,14,7,14,12,14,16,14,13,11,189,80,12,20,5400,1995/7/25,14410.0,,,right,False,False,True,True,['GK_0']
Frederik Rønnow,GK,31,134,142,Denmark,1. FC Union Berlin,4,3,2,3,12,8,1,3,1,2,11,4,2,11,6,14,12,13,15,5,13,12,5,11,2,9,16,10,13,14,12,14,14,10,10,13,13,5,15,8,13,14,11,13,4,13,14,14,15,14,13,14,190,81,7,20,4995,1992/8/4,19230.0,,,right,False,False,True,True,['GK_0']
Tadeu,GK,31,134,138,Brazil,GOI,5,2,3,1,6,9,1,11,1,3,9,4,3,7,8,13,13,13,14,12,14,15,12,12,8,12,10,10,13,15,13,13,12,13,13,12,16,10,12,5,14,11,11,11,5,12,14,14,15,11,16,15,184,80,7,20,3082,1992/2/4,4025.0,,,right,False,False,True,True,['GK_0']
Robin Olsen,GK,33,134,141,"Sweden,Denmark",Aston Villa,2,3,2,3,11,1,3,1,1,3,10,4,3,10,13,12,14,13,14,8,13,10,2,10,1,14,12,10,11,12,13,17,13,10,10,13,11,8,13,4,13,17,13,11,6,14,12,13,15,11,9,13,198,89,8,20,5742,1990/1/8,40597.0,,,right,False,False,True,True,['GK_0']
Lars Unnerstall,GK,33,134,136,Germany,FC Twente,5,1,1,2,7,8,5,3,2,3,8,3,2,8,7,12,12,14,13,7,12,10,1,13,1,15,14,13,9,14,16,18,13,9,12,17,13,5,13,3,14,17,15,14,6,14,10,14,13,12,8,13,198,103,5,20,5000,1990/7/20,3999.0,,,right,False,False,True,True,['GK_0']
Luís Maximiano,GK,24,134,155,Portugal,S.S. Lazio,3,1,2,1,9,6,7,2,2,3,10,2,3,9,12,13,14,12,12,9,12,14,1,10,2,13,13,14,13,14,13,15,12,12,13,11,14,7,9,10,16,14,12,12,8,14,12,15,15,12,11,12,190,86,10,20,5400,1999/1/5,24615.0,,,right,False,False,True,True,['GK_0']
Kamil Grabara,GK,24,134,150,Poland,Football Club København,3,3,4,3,5,7,7,3,1,3,5,2,3,7,17,13,17,15,13,9,13,18,1,7,2,14,13,10,11,13,13,16,12,10,11,14,11,14,14,5,10,16,14,14,13,12,8,15,16,14,14,13,195,93,7,20,3003,1999/1/8,12099.0,,,right,False,False,True,True,['GK_0']
João Paulo,GK,28,134,142,Brazil,SAN,2,2,2,3,9,6,9,1,2,3,9,3,3,8,13,13,14,11,13,11,14,16,4,14,5,14,12,12,11,14,10,15,13,10,12,14,13,10,15,3,14,11,12,13,5,15,13,15,15,16,13,12,188,86,5,20,3469,1995/6/29,1943.0,,,right,False,False,True,True,['GK_0']
Álvaro Fernández,GK,25,133,148,"Spain,Pays Basque",Huesca,5,1,1,1,11,7,3,1,2,2,10,3,2,9,12,13,13,12,13,11,14,15,7,8,8,12,12,13,11,13,11,13,15,11,12,12,11,3,12,4,12,13,13,13,8,14,12,14,15,14,7,13,185,75,11,20,5400,1998/4/13,14802.0,,,right,False,False,True,True,['GK_0']
Rodolfo Cota,GK,36,133,141,Mexico,Club León,5,2,4,2,8,10,8,3,2,6,10,1,8,9,11,13,14,11,12,11,13,10,2,13,11,13,13,12,13,13,14,12,14,12,12,12,14,8,14,8,14,13,14,14,5,12,8,14,14,14,10,12,182,78,6,20,3358,1987/7/3,17855.0,,,right,False,False,True,True,['GK_0']
Kristijan Kahlina,GK,31,133,138,Croatia,Charlotte Football Club,1,2,3,1,8,1,7,1,3,3,8,5,3,7,10,14,15,14,15,6,10,14,6,12,1,13,11,11,11,14,14,15,14,10,11,15,16,7,16,8,1,13,16,13,7,15,10,16,15,12,7,10,188,74,6,20,4174,1992/7/24,8761.0,,,right,False,False,True,True,['GK_0']
Amir Abedzadeh,GK,30,133,136,"Iran,Portugal",Ponferrada,3,2,1,1,7,4,8,3,1,2,11,2,1,8,13,13,15,9,13,8,11,13,1,10,3,13,13,13,12,15,13,12,14,10,12,14,13,12,13,5,15,14,13,12,13,13,11,12,17,14,10,9,186,82,7,20,5068,1993/4/26,3000.0,,,right,False,False,True,True,['GK_0']
Mohamed El Shenawy,GK,35,133,140,Egypt,Al-Ahly Sporting Club,3,3,3,1,10,2,5,1,3,3,10,2,1,9,11,8,14,12,12,2,10,16,2,17,2,14,10,11,13,12,12,17,15,11,12,15,15,3,17,7,13,17,11,10,12,14,15,13,18,12,17,16,191,86,13,20,5000,1988/12/18,6512.0,,,right,False,False,True,True,['GK_0']
Stole Dimitrievski,GK,30,133,142,"North Macedonia,Spain",Vallecano,4,2,1,2,12,8,1,2,2,2,13,5,1,12,15,12,13,12,13,11,12,15,1,12,1,12,9,12,11,12,12,14,10,11,11,13,15,7,14,5,12,13,14,13,5,14,12,13,15,11,11,14,188,89,12,20,4645,1993/12/25,12637.0,,,right,False,False,True,True,['GK_0']
Marco Bizot,GK,32,133,136,Holland,Stade Brestois 29,6,1,6,2,10,9,8,2,2,2,11,3,3,10,9,11,14,13,14,9,12,14,10,13,8,14,12,14,11,13,14,15,13,11,12,14,13,12,13,9,14,15,12,12,5,11,13,13,16,12,19,14,193,88,7,20,5392,1991/3/10,14383.0,,,right,False,False,True,True,['GK_0']
Sergio Padt,GK,33,133,137,"Holland,Italy",Ludogorets Razgrad,1,3,10,3,10,6,5,3,8,1,15,4,1,11,8,12,11,14,15,13,12,14,6,12,8,14,13,12,10,10,13,17,15,10,13,14,16,5,15,6,11,15,13,14,8,14,16,12,14,8,11,13,197,85,8,20,5216,1990/6/6,8559.0,,,right,False,False,True,True,['GK_0']
Franco Armani,GK,37,133,138,Argentina,Club Atlético River Plate,5,3,2,3,7,9,2,2,3,2,8,3,2,7,12,16,15,17,16,8,14,14,3,15,2,15,12,15,8,13,14,12,12,7,14,14,14,12,18,8,13,14,6,10,6,16,10,16,17,10,19,9,189,85,7,20,4393,1986/10/16,41380.0,,,right,False,False,True,True,['GK_0']
Jordi Masip,GK,34,133,140,Spain,Valladolid,2,3,3,2,14,4,6,1,3,2,14,5,2,13,6,13,11,15,13,11,13,15,8,9,2,10,14,13,12,15,12,10,12,11,12,9,14,9,14,9,1,13,13,12,11,14,11,13,16,15,7,12,179,72,11,20,5000,1989/1/3,5832.0,,,right,False,False,True,True,['GK_0']
Roman Bürki,GK,33,133,153,Switzerland,St. Louis City SC,3,3,3,2,9,7,7,3,3,2,13,4,1,12,16,12,16,16,10,11,9,12,1,12,1,10,15,12,12,14,16,13,16,11,12,15,9,13,10,7,13,16,9,9,16,13,15,17,17,17,9,16,187,85,6,20,5500,1990/11/14,31653.0,,,right,False,False,True,True,['GK_0']
Mathew Ryan,GK,31,133,144,"Australia,England",Football Club København,6,3,2,1,11,8,6,2,12,1,14,3,3,13,13,13,14,13,13,13,13,16,8,14,2,15,10,11,10,15,10,12,14,10,13,10,13,8,16,6,15,10,10,14,8,14,15,13,15,14,13,12,184,84,9,20,6250,1992/4/8,12435.0,,,right,False,False,True,True,['GK_0']
Lorenzo Montipò,GK,27,133,139,Italy,Hellas Verona,3,2,3,1,10,1,7,1,1,3,7,3,3,8,10,12,13,12,11,9,11,13,8,10,9,12,11,10,12,14,11,15,13,11,14,11,12,8,12,9,1,15,14,14,8,13,16,14,17,11,12,12,191,82,8,20,4450,1996/2/20,9615.0,,,right,False,False,True,True,['GK_0']
Paul Bernardoni,GK,26,133,138,France,Angers SCO,1,1,1,2,8,2,8,3,1,2,10,3,1,8,5,13,14,12,15,7,12,14,6,10,14,14,15,13,10,12,15,15,14,10,13,16,13,5,13,5,1,14,13,13,9,13,12,14,15,10,13,10,190,78,20,6,4313,1997/4/18,22998.0,,,left,False,True,False,True,['GK_1']
Adrián,GK,36,132,140,Spain,Liverpool,5,1,3,3,13,10,3,3,3,1,12,3,2,10,13,13,14,11,12,7,13,15,2,11,2,13,10,10,11,14,13,13,14,11,11,13,12,7,13,7,16,13,13,16,15,13,12,13,14,12,15,13,190,80,7,20,5244,1987/1/3,69595.0,,,right,False,False,True,True,['GK_0']
Andrés Mosquera,GK,32,132,133,Colombia,Deportivo Independiente Medellín S.A.,6,3,2,2,11,9,8,1,3,3,11,2,2,9,7,12,12,12,12,12,13,12,3,11,1,13,11,13,11,14,12,13,13,11,13,13,15,9,15,7,13,13,13,13,14,14,13,13,15,12,12,12,186,72,10,20,3483,1991/9/10,9590.0,,,right,False,False,True,True,['GK_0']
Jiří Pavlenka,GK,31,132,160,Czech Republic,SV Werder Bremen,5,2,1,2,8,8,9,3,1,2,9,2,3,8,8,12,15,11,14,7,11,13,1,10,2,8,12,10,12,16,15,15,14,10,10,16,15,6,16,5,14,14,14,12,6,12,9,17,17,13,13,10,196,85,7,20,5741,1992/4/14,42281.0,,,right,False,False,True,True,['GK_0']
Bento,GK,24,132,148,"Brazil,Italy,Germany",ATP,5,1,1,2,12,9,7,3,1,2,10,1,2,12,12,12,12,13,15,10,12,16,2,11,2,15,11,12,13,13,13,16,13,13,12,13,12,6,8,15,13,13,13,13,10,15,12,14,13,14,11,11,191,91,5,20,3434,1999/6/10,14293.0,,,right,False,False,True,True,['GK_0']
Heorhiy Bushchan,GK,29,132,135,Ukraine,Dynamo Kyiv,4,3,1,2,8,5,10,3,3,3,11,4,2,8,10,11,12,13,14,12,12,13,3,10,2,12,12,14,9,13,15,16,16,8,11,12,13,8,13,10,16,15,14,13,5,12,15,12,15,11,15,14,196,93,12,20,4471,1994/5/31,17000.0,,,right,False,False,True,True,['GK_0']
Andrea Consigli,GK,36,132,143,Italy,U.S. Sassuolo,5,3,2,3,11,9,3,2,2,2,11,1,1,10,10,15,14,12,13,10,12,17,6,14,6,14,13,14,10,14,12,15,14,10,11,13,14,3,14,4,13,11,13,13,5,13,15,14,15,12,14,14,189,82,5,20,5000,1987/1/27,35577.0,,,right,False,False,True,True,['GK_0']
Sergio Herrera,GK,30,132,142,"Spain,Pays Basque",Atlético Pamplona,4,3,3,1,10,9,3,2,2,3,9,2,2,9,10,13,12,12,14,9,12,15,5,11,3,11,13,12,11,14,10,13,13,11,14,14,14,9,13,15,13,13,13,14,13,14,10,14,16,12,11,13,192,82,9,20,4750,1993/6/5,11901.0,,,right,False,False,True,True,['GK_0']
Marvin Schwäbe,GK,28,132,132,Germany,1. FC Köln,3,4,3,3,10,1,7,1,3,2,10,4,1,10,10,13,12,13,13,9,13,12,3,9,2,14,16,12,13,13,14,15,13,11,9,15,14,5,16,6,3,12,11,9,15,12,15,16,16,13,10,13,190,87,7,20,4149,1995/4/25,13499.0,,,right,False,False,True,True,['GK_0']
Andreas Luthe,GK,36,132,135,Germany,1. FC Kaiserslautern,5,1,3,2,11,10,3,3,2,3,11,3,1,10,14,11,15,11,13,7,13,14,3,15,2,12,16,11,10,13,13,17,12,9,11,13,17,14,13,5,13,13,14,16,12,12,12,12,15,12,13,11,197,89,8,20,4505,1987/3/10,10000.0,,,right,False,False,True,True,['GK_0']
